batch_id,crop_type,region,season,yield_quantity_kg,moisture_content_%,avg_temperature_celsius,transport_delay_hours,equipment_downtime_hours,storage_duration_days,quality_grade,spoilage_loss_%,supply_chain_stage,resource_utilization_%,climate_risk_level,input_cost_per_kg,final_market_price_per_kg,total_input_cost,total_revenue,estimated_profit,profit_margin_%,spoilage_quantity_kg
BATCH01152,Barley,West,Kharif,504.52,9.35,23.12,1.2,0.8,4,B,6.34,Warehouse,88.61,Medium,8.74,12.61,"₹ 4,409.50","₹ 6,362.00","₹ 1,952.49",30.69%,31.99
BATCH01153,Rice,North,Kharif,505.12,10.96,37.61,1.7,1.6,18,C,4.83,Warehouse,61.38,High,7.03,10.31,"₹ 3,550.99","₹ 5,207.79","₹ 1,656.79",31.81%,24.40
BATCH01154,Barley,East,Kharif,449.82,13.72,28.67,1.3,0.3,6,A,0.87,Farm,94.52,Low,3.65,7.2,"₹ 1,641.84","₹ 3,238.70","₹ 1,596.86",49.31%,3.91
BATCH01155,Wheat,East,Kharif,362.75,12.42,28.24,0.1,0.9,26,C,0.83,Transit,93.08,Medium,7.54,11.15,"₹ 2,735.14","₹ 4,044.66","₹ 1,309.53",32.38%,3.01
BATCH01156,Rice,West,Kharif,532.3,11.47,20.71,4.3,1.1,5,A,1.36,Warehouse,68.12,Medium,5.98,14.67,"₹ 3,183.15","₹ 7,808.84","₹ 4,625.69",59.24%,7.24
BATCH01157,Wheat,East,Kharif,493.9,15.46,29.96,1.2,1.1,27,B,3.85,Transit,69.29,High,8.68,6.24,"₹ 4,287.05","₹ 3,081.94","-₹ 1,205.12",-39.10%,19.02
BATCH01158,Barley,West,Kharif,550.02,16.94,31.08,1.8,0.6,9,A,0.56,Warehouse,85.08,Low,9.43,10.07,"₹ 5,186.69","₹ 5,538.70",₹ 352.01,6.36%,3.08
BATCH01159,Barley,East,Kharif,446.64,15.57,31.18,0.3,0.4,11,A,5.19,Warehouse,54.52,Medium,7.2,5.52,"₹ 3,215.81","₹ 2,465.45",-₹ 750.36,-30.43%,23.18
BATCH01160,Barley,South,Rabi,622.08,11.32,34.14,0,1.8,6,A,3.93,Farm,54.05,Low,8.12,8.21,"₹ 5,051.29","₹ 5,107.28",₹ 55.99,1.10%,24.45
BATCH01161,Wheat,North,Kharif,412.32,15.44,23.55,0.6,1.4,16,A,5.78,Warehouse,56.82,Low,3.4,11.21,"₹ 1,401.89","₹ 4,622.11","₹ 3,220.22",69.67%,23.83
BATCH01162,Rice,South,Kharif,671.2,9.52,25.04,2.4,0.4,19,A,7.35,Warehouse,78.12,High,6.92,13.41,"₹ 4,644.70","₹ 9,000.79","₹ 4,356.09",48.40%,49.33
BATCH01163,Rice,North,Kharif,325.24,9.3,36.21,0.2,0.1,11,A,2.88,Transit,57.45,Low,8.29,12.3,"₹ 2,696.24","₹ 4,000.45","₹ 1,304.21",32.60%,9.37
BATCH01164,Wheat,North,Kharif,543.48,11.46,38.94,4.8,0.1,21,B,1.99,Warehouse,63.88,Medium,6.48,9.63,"₹ 3,521.75","₹ 5,233.71","₹ 1,711.96",32.71%,10.82
BATCH01165,Rice,North,Rabi,547.54,16.08,22.72,0.5,0.1,15,B,3.14,Warehouse,82.35,High,7.15,14.09,"₹ 3,914.91","₹ 7,714.84","₹ 3,799.93",49.25%,17.19
BATCH01166,Wheat,South,Rabi,420.44,10.46,29.95,0.5,0.9,26,C,0.52,Transit,50.78,Medium,9.29,8.03,"₹ 3,905.89","₹ 3,376.13",-₹ 529.75,-15.69%,2.19
BATCH01167,Rice,North,Rabi,542.44,8.63,24.28,0.4,0.1,24,A,1.64,Farm,59.01,Low,4.39,12.54,"₹ 2,381.31","₹ 6,802.20","₹ 4,420.89",64.99%,8.90
BATCH01168,Maize,South,Rabi,627.95,9.32,21.2,0,0.4,9,C,7.63,Farm,96.5,Low,3.69,9.74,"₹ 2,317.14","₹ 6,116.23","₹ 3,799.10",62.11%,47.91
BATCH01169,Maize,West,Rabi,278.32,16.59,26.51,3,1.4,24,B,2.62,Warehouse,83.18,High,7.83,13.99,"₹ 2,179.25","₹ 3,893.70","₹ 1,714.45",44.03%,7.29
BATCH01170,Barley,East,Rabi,550.27,14.34,22.87,4.2,0.3,19,B,9.95,Warehouse,65.28,High,8.76,12.97,"₹ 4,820.37","₹ 7,137.00","₹ 2,316.64",32.46%,54.75
BATCH01171,Maize,East,Rabi,250.67,10.53,34.2,1.9,1.4,25,A,2.09,Transit,52.27,Medium,8.95,14.01,"₹ 2,243.50","₹ 3,511.89","₹ 1,268.39",36.12%,5.24
BATCH01172,Maize,North,Rabi,403.43,13.55,30.67,0.4,1.4,19,A,7.99,Farm,79.3,Medium,7.49,7.14,"₹ 3,021.69","₹ 2,880.49",-₹ 141.20,-4.90%,32.23
BATCH01173,Maize,South,Rabi,662.92,13.28,22.88,0.7,0.3,24,C,7.2,Farm,61.14,Low,8.83,11.68,"₹ 5,853.58","₹ 7,742.91","₹ 1,889.32",24.40%,47.73
BATCH01174,Wheat,East,Rabi,441.82,14.55,20.18,1.3,1.3,26,B,3.56,Farm,98.01,High,7.9,12.38,"₹ 3,490.38","₹ 5,469.73","₹ 1,979.35",36.19%,15.73
BATCH01175,Maize,South,Rabi,382.61,10.33,36.16,6.2,1.4,9,C,3.64,Transit,84.35,Low,3.61,12.42,"₹ 1,381.22","₹ 4,752.02","₹ 3,370.79",70.93%,13.93
BATCH01176,Maize,South,Rabi,480.21,16.64,23.52,0.6,0.5,23,C,5.85,Transit,98.71,Low,8.33,10.04,"₹ 4,000.15","₹ 4,821.31",₹ 821.16,17.03%,28.09
BATCH01177,Barley,North,Rabi,706.79,11.09,32.12,2.6,0.2,4,C,8.6,Transit,92.44,Medium,4.26,5.11,"₹ 3,010.93","₹ 3,611.70",₹ 600.77,16.63%,60.78
BATCH01178,Maize,East,Rabi,316.83,14.94,26.74,1.2,0.7,10,A,4.17,Warehouse,74.15,Medium,4.66,7.61,"₹ 1,476.43","₹ 2,411.08",₹ 934.65,38.76%,13.21
BATCH01179,Maize,North,Rabi,394.87,8.16,31.71,0.7,2.5,9,B,1.08,Farm,83.48,Medium,5.76,8.23,"₹ 2,274.45","₹ 3,249.78",₹ 975.33,30.01%,4.26
BATCH01180,Rice,North,Rabi,649.74,11.73,26.31,1.2,1,19,C,4.06,Warehouse,90.61,High,5.2,13.52,"₹ 3,378.65","₹ 8,784.48","₹ 5,405.84",61.54%,26.38
BATCH01181,Barley,East,Kharif,685.77,11.52,21.74,0.1,0.2,15,B,2.47,Warehouse,78.91,Medium,5.25,13.41,"₹ 3,600.29","₹ 9,196.18","₹ 5,595.88",60.85%,16.94
BATCH01182,Barley,East,Rabi,489.66,13.43,24.46,3.2,1.1,19,B,9.42,Transit,53.07,High,4.18,6.05,"₹ 2,046.78","₹ 2,962.44",₹ 915.66,30.91%,46.13
BATCH01183,Barley,West,Kharif,376.09,8.73,23.76,0.6,0.6,2,C,7.12,Farm,73.52,Low,5.06,14.5,"₹ 1,903.02","₹ 5,453.31","₹ 3,550.29",65.10%,26.78
BATCH01184,Barley,West,Rabi,709.58,15.9,28.56,2.6,0.9,10,C,0.98,Warehouse,56.53,High,3.14,6.82,"₹ 2,228.08","₹ 4,839.34","₹ 2,611.25",53.96%,6.95
BATCH01185,Barley,South,Rabi,659.44,10.18,33.17,0.1,1.3,19,A,3.28,Farm,85.74,Medium,6.31,9.14,"₹ 4,161.07","₹ 6,027.28","₹ 1,866.22",30.96%,21.63
BATCH01186,Barley,East,Kharif,567.89,14.77,25.28,6.2,0.7,17,B,0.98,Warehouse,84.03,High,8.38,7.15,"₹ 4,758.92","₹ 4,060.41",-₹ 698.50,-17.20%,5.57
BATCH01187,Wheat,West,Rabi,418.76,16.03,20.24,0.4,1.7,20,C,8.39,Transit,99.65,High,9.04,13.6,"₹ 3,785.59","₹ 5,695.14","₹ 1,909.55",33.53%,35.13
BATCH01188,Maize,South,Kharif,495.1,13.62,30.38,4.3,1.3,24,C,9.11,Warehouse,81.44,Medium,8.74,12.49,"₹ 4,327.17","₹ 6,183.80","₹ 1,856.63",30.02%,45.10
BATCH01189,Barley,South,Kharif,483.96,15.41,32.12,3.3,1,21,B,1.57,Transit,90.01,Medium,5.92,8.54,"₹ 2,865.04","₹ 4,133.02","₹ 1,267.98",30.68%,7.60
BATCH01190,Maize,South,Kharif,533.09,14.62,39.26,6.9,0.2,2,C,4.68,Farm,63.41,Low,8.11,11.82,"₹ 4,323.36","₹ 6,301.12","₹ 1,977.76",31.39%,24.95
BATCH01191,Maize,West,Rabi,645.1,11.56,31.79,1.3,1.8,19,B,9.35,Warehouse,67,High,5.02,6.84,"₹ 3,238.40","₹ 4,412.48","₹ 1,174.08",26.61%,60.32
BATCH01192,Wheat,East,Rabi,587.94,16.09,29.42,2.6,2.7,17,C,1.88,Warehouse,95.85,Low,3.39,8.82,"₹ 1,993.12","₹ 5,185.63","₹ 3,192.51",61.56%,11.05
BATCH01193,Barley,North,Rabi,392.26,10.95,31.47,0.9,0.1,18,B,3.27,Transit,87.76,Low,7.73,8.77,"₹ 3,032.17","₹ 3,440.12",₹ 407.95,11.86%,12.83
BATCH01194,Rice,South,Kharif,637.65,13.71,38.56,0.4,0.7,17,C,3.39,Transit,82.76,High,7.54,7.38,"₹ 4,807.88","₹ 4,705.86",-₹ 102.02,-2.17%,21.62
BATCH01195,Wheat,West,Kharif,531.31,15.45,36.57,1.2,0.3,2,C,0.79,Farm,62.7,Low,8.61,13.76,"₹ 4,574.58","₹ 7,310.83","₹ 2,736.25",37.43%,4.20
BATCH01196,Rice,West,Rabi,568.71,11.79,26.46,0.4,1.4,19,A,0.84,Transit,84.93,High,7.31,11.79,"₹ 4,157.27","₹ 6,705.09","₹ 2,547.82",38.00%,4.78
BATCH01197,Maize,North,Rabi,646.65,11.03,24.75,8,1.3,1,B,9.55,Farm,94.34,Low,4.1,7.8,"₹ 2,651.27","₹ 5,043.87","₹ 2,392.61",47.44%,61.76
BATCH01198,Maize,North,Rabi,388.84,12.59,25.25,0.2,0.2,11,A,5.93,Warehouse,61.54,Low,8.97,7.42,"₹ 3,487.89","₹ 2,885.19",-₹ 602.70,-20.89%,23.06
BATCH01199,Wheat,West,Rabi,496.42,16.18,30.09,1.8,2.1,25,C,3.41,Farm,85.31,High,7.39,5.18,"₹ 3,668.54","₹ 2,571.46","-₹ 1,097.09",-42.66%,16.93
BATCH01200,Wheat,East,Rabi,446.85,17.3,34.88,2,0.2,10,B,4.1,Farm,69.68,Medium,8.65,8.47,"₹ 3,865.25","₹ 3,784.82",-₹ 80.43,-2.13%,18.32
BATCH01201,Rice,North,Kharif,343.21,13.45,30.06,1.5,1.6,5,B,7.29,Farm,55.94,High,8.42,10.27,"₹ 2,889.83","₹ 3,524.77",₹ 634.94,18.01%,25.02
BATCH01202,Barley,West,Kharif,534.67,14.61,21.36,2.2,0.6,16,C,3.98,Warehouse,88.17,Medium,5.09,7.78,"₹ 2,721.47","₹ 4,159.73","₹ 1,438.26",34.58%,21.28
BATCH01203,Rice,North,Kharif,751.16,17.03,34.47,0.2,0.4,24,C,2.66,Warehouse,58.36,High,3.52,12,"₹ 2,644.08","₹ 9,013.92","₹ 6,369.84",70.67%,19.98
BATCH01204,Wheat,East,Rabi,315.99,8.99,36.12,1.6,0.2,5,C,1.47,Transit,62.64,High,4.24,9.12,"₹ 1,339.80","₹ 2,881.83","₹ 1,542.03",53.51%,4.65
BATCH01205,Rice,South,Kharif,496.77,10.32,25.79,0.7,0.2,24,C,7.42,Farm,89.15,Medium,3.65,8.16,"₹ 1,813.21","₹ 4,053.64","₹ 2,240.43",55.27%,36.86
BATCH01206,Wheat,North,Kharif,564.05,15.09,33.28,5.6,1.1,23,B,2.22,Warehouse,87.11,Medium,4.7,14.39,"₹ 2,651.04","₹ 8,116.68","₹ 5,465.64",67.34%,12.52
BATCH01207,Rice,East,Kharif,512.31,16.24,28.53,2.9,0.8,12,A,1.16,Farm,62.71,High,6.22,7.63,"₹ 3,186.57","₹ 3,908.93",₹ 722.36,18.48%,5.94
BATCH01208,Wheat,West,Kharif,488.69,16.57,37.78,7.2,0.1,4,B,4.56,Farm,97.05,High,9.35,8.98,"₹ 4,569.25","₹ 4,388.44",-₹ 180.82,-4.12%,22.28
BATCH01209,Wheat,North,Kharif,370.08,12.15,36.9,0.1,0.1,23,B,0.88,Farm,60.76,High,9.1,8.82,"₹ 3,367.73","₹ 3,264.11",-₹ 103.62,-3.17%,3.26
BATCH01210,Wheat,North,Rabi,523.28,8.89,30.51,0.7,0.1,6,B,9.67,Warehouse,99.68,Medium,8.03,7.41,"₹ 4,201.94","₹ 3,877.50",-₹ 324.43,-8.37%,50.60
BATCH01211,Barley,West,Kharif,424.32,12.38,33.83,0.4,1.4,19,B,6.46,Farm,86.89,High,3.17,7.17,"₹ 1,345.09","₹ 3,042.37","₹ 1,697.28",55.79%,27.41
BATCH01212,Rice,South,Rabi,281.01,10.31,37.67,0,1.2,9,C,1.95,Farm,69.63,Medium,5.39,8.02,"₹ 1,514.64","₹ 2,253.70",₹ 739.06,32.79%,5.48
BATCH01213,Rice,West,Rabi,619.46,10.91,29.91,0.6,0.1,12,A,2.14,Transit,56.52,Low,7.78,13.64,"₹ 4,819.40","₹ 8,449.43","₹ 3,630.04",42.96%,13.26
BATCH01214,Rice,North,Rabi,595.84,15.72,26.27,2.3,0.8,26,B,5.91,Farm,66.03,Medium,3.9,12.67,"₹ 2,323.78","₹ 7,549.29","₹ 5,225.52",69.22%,35.21
BATCH01215,Wheat,West,Rabi,505.17,8.76,35.07,0.5,0.1,15,B,3.89,Transit,59.69,Low,8.61,11.81,"₹ 4,349.51","₹ 5,966.06","₹ 1,616.54",27.10%,19.65
BATCH01216,Rice,East,Rabi,522.91,16.28,24.4,1.4,2.3,16,A,7.86,Farm,81.09,High,9.4,9.57,"₹ 4,915.35","₹ 5,004.25",₹ 88.89,1.78%,41.10
BATCH01217,Rice,West,Kharif,607.43,12.28,27.77,4.4,2.4,13,C,5.69,Transit,67.84,High,5.48,10.08,"₹ 3,328.72","₹ 6,122.89","₹ 2,794.18",45.63%,34.56
BATCH01218,Wheat,North,Kharif,522.43,13.96,37.31,2.4,1.2,25,B,4.62,Warehouse,64.75,Medium,7.94,7.67,"₹ 4,148.09","₹ 4,007.04",-₹ 141.06,-3.52%,24.14
BATCH01219,Maize,West,Rabi,590.4,8.9,34.49,1,2.6,21,C,9.65,Warehouse,87.86,Low,4.04,5.74,"₹ 2,385.22","₹ 3,388.90","₹ 1,003.68",29.62%,56.97
BATCH01220,Wheat,South,Rabi,470.25,11.37,28.08,0.9,1.7,24,B,4.21,Farm,61.53,High,7.84,8.31,"₹ 3,686.76","₹ 3,907.78",₹ 221.02,5.66%,19.80
BATCH01221,Rice,West,Rabi,631.2,8.9,24.29,1.2,1.8,7,B,4.31,Transit,79.34,High,3.15,9.96,"₹ 1,988.28","₹ 6,286.75","₹ 4,298.47",68.37%,27.20
BATCH01222,Wheat,South,Kharif,532.08,17.62,27.12,0.4,0.8,25,A,6.82,Warehouse,59.73,Low,4.06,5.57,"₹ 2,160.24","₹ 2,963.69",₹ 803.44,27.11%,36.29
BATCH01223,Maize,East,Rabi,519.41,16.07,25.68,2,0.4,23,A,8.19,Farm,85.74,High,7.97,5.88,"₹ 4,139.70","₹ 3,054.13","-₹ 1,085.57",-35.54%,42.54
BATCH01224,Wheat,South,Kharif,372.99,12.6,23.52,0.9,0.2,20,C,6.45,Farm,81.26,High,7.98,7.63,"₹ 2,976.46","₹ 2,845.91",-₹ 130.55,-4.59%,24.06
BATCH01225,Rice,West,Rabi,528.7,10.24,34.87,3.8,0.4,4,B,7.14,Transit,89.91,Medium,7.49,8.67,"₹ 3,959.96","₹ 4,583.83",₹ 623.87,13.61%,37.75
BATCH01226,Maize,North,Kharif,416.8,17.33,25.04,2.8,1,11,C,4.04,Transit,53.42,High,6.34,8.93,"₹ 2,642.51","₹ 3,722.02","₹ 1,079.51",29.00%,16.84
BATCH01227,Barley,South,Rabi,436.17,11.45,29.08,1.9,0.2,8,A,5.06,Farm,60.51,Low,7.72,6.18,"₹ 3,367.23","₹ 2,695.53",-₹ 671.70,-24.92%,22.07
BATCH01228,Rice,East,Kharif,418.46,9.61,27.72,0.9,0.3,6,A,2.37,Transit,57.72,High,8.42,7.26,"₹ 3,523.43","₹ 3,038.02",-₹ 485.41,-15.98%,9.92
BATCH01229,Maize,South,Rabi,393.38,13.63,39.64,0.5,0.6,25,A,6.96,Transit,59.53,Medium,9.77,7.62,"₹ 3,843.32","₹ 2,997.56",-₹ 845.77,-28.22%,27.38
BATCH01230,Maize,South,Kharif,712.48,17.44,27.82,3,0.3,10,A,2.6,Warehouse,55.15,High,9.22,5.68,"₹ 6,569.07","₹ 4,046.89","-₹ 2,522.18",-62.32%,18.52
BATCH01231,Barley,South,Kharif,633.13,8.04,21.6,1.3,0.9,7,A,0.51,Transit,78.1,Low,8.56,8.26,"₹ 5,419.59","₹ 5,229.65",-₹ 189.94,-3.63%,3.23
BATCH01232,Wheat,East,Kharif,692.04,10.38,21.8,0.5,2.6,7,C,9.37,Farm,79.67,High,7.86,5.72,"₹ 5,439.43","₹ 3,958.47","-₹ 1,480.97",-37.41%,64.84
BATCH01233,Wheat,West,Kharif,377.71,17.38,31.82,0.4,1.4,4,C,3.41,Transit,92.17,Low,7.02,12.03,"₹ 2,651.52","₹ 4,543.85","₹ 1,892.33",41.65%,12.88
BATCH01234,Rice,South,Kharif,507.13,9.71,31.99,0.4,1.1,3,A,2.37,Farm,70.89,Medium,3.84,8.86,"₹ 1,947.38","₹ 4,493.17","₹ 2,545.79",56.66%,12.02
BATCH01235,Barley,South,Kharif,370.65,9.13,28.38,3,0.9,24,B,3.05,Farm,76.62,High,4.16,8.27,"₹ 1,541.90","₹ 3,065.28","₹ 1,523.37",49.70%,11.30
BATCH01236,Wheat,North,Kharif,430.43,13.7,28.64,0.5,0.7,7,B,3.64,Transit,99.57,High,8.74,6.27,"₹ 3,761.96","₹ 2,698.80","-₹ 1,063.16",-39.39%,15.67
BATCH01237,Barley,East,Rabi,408.19,16.62,21.08,1.5,0.2,4,B,5.01,Transit,76.59,Medium,8.62,7.27,"₹ 3,518.60","₹ 2,967.54",-₹ 551.06,-18.57%,20.45
BATCH01238,Wheat,South,Rabi,623.96,12.77,30.33,1.2,2.3,13,B,1.16,Transit,78.68,Low,7.3,7.33,"₹ 4,554.91","₹ 4,573.63",₹ 18.72,0.41%,7.24
BATCH01239,Maize,East,Rabi,460.38,17.95,30.09,1.7,0.3,20,B,1,Warehouse,99.8,Low,6.07,14.85,"₹ 2,794.51","₹ 6,836.64","₹ 4,042.14",59.12%,4.60
BATCH01240,Wheat,South,Rabi,606.84,14.79,22.99,4.2,0.1,17,A,3.28,Warehouse,99.71,High,3.18,13.35,"₹ 1,929.75","₹ 8,101.31","₹ 6,171.56",76.18%,19.90
BATCH01241,Barley,West,Rabi,560.41,8.74,22.08,4,1.4,27,C,3.31,Transit,71.2,Low,5.29,5.15,"₹ 2,964.57","₹ 2,886.11",-₹ 78.46,-2.72%,18.55
BATCH01242,Maize,West,Kharif,730.36,17.93,22.47,1.2,0.2,7,A,1.62,Farm,81.75,Low,5.94,11.17,"₹ 4,338.34","₹ 8,158.12","₹ 3,819.78",46.82%,11.83
BATCH01243,Maize,South,Kharif,352.06,12.08,22.02,0,0.5,17,B,4.35,Transit,74.04,High,6.4,7.56,"₹ 2,253.18","₹ 2,661.57",₹ 408.39,15.34%,15.31
BATCH01244,Maize,West,Kharif,625.92,10.87,32.19,1.1,0,26,B,3.2,Warehouse,86.04,Low,9.51,6.04,"₹ 5,952.50","₹ 3,780.56","-₹ 2,171.94",-57.45%,20.03
BATCH01245,Barley,South,Kharif,614.64,13.58,23.93,1.9,0.1,26,C,0.75,Warehouse,96.92,Low,3.76,12.06,"₹ 2,311.05","₹ 7,412.56","₹ 5,101.51",68.82%,4.61
BATCH01246,Rice,West,Kharif,402.66,11.04,25.03,1.6,0.2,4,A,8.91,Transit,65.48,High,6.63,6.32,"₹ 2,669.64","₹ 2,544.81",-₹ 124.82,-4.91%,35.88
BATCH01247,Rice,North,Rabi,600.71,8.86,23.47,2.1,0.1,11,C,8.92,Farm,90.94,High,5.58,9.44,"₹ 3,351.96","₹ 5,670.70","₹ 2,318.74",40.89%,53.58
BATCH01248,Rice,North,Rabi,533.61,8.01,39.16,0.3,1.1,3,B,2.49,Farm,82.74,Low,9.93,11.32,"₹ 5,298.75","₹ 6,040.47",₹ 741.72,12.28%,13.29
BATCH01249,Barley,North,Rabi,477.25,12.5,37.09,2.1,1.8,11,B,2.05,Warehouse,64.01,High,9.03,10.54,"₹ 4,309.57","₹ 5,030.22",₹ 720.65,14.33%,9.78
BATCH01250,Maize,East,Rabi,417.61,16.37,24.61,0.4,0.5,3,C,5.7,Warehouse,89.86,Low,6.07,14.78,"₹ 2,534.89","₹ 6,172.28","₹ 3,637.38",58.93%,23.80
BATCH01251,Rice,East,Kharif,428.09,13.72,26.55,2.8,2.1,12,B,6.49,Warehouse,71.36,Low,10,12.86,"₹ 4,280.90","₹ 5,505.24","₹ 1,224.34",22.24%,27.78
BATCH01252,Barley,North,Kharif,704.98,17.99,24.2,0.8,0.2,1,A,9.6,Farm,56.02,Low,6.6,12.74,"₹ 4,652.87","₹ 8,981.45","₹ 4,328.58",48.19%,67.68
BATCH01253,Rice,East,Kharif,500.07,10.87,29.84,2.5,0.4,4,B,4.08,Warehouse,99.67,Low,4.17,8.56,"₹ 2,085.29","₹ 4,280.60","₹ 2,195.31",51.29%,20.40
BATCH01254,Wheat,West,Rabi,578.21,10.8,20.39,0.1,0.2,14,B,6.37,Warehouse,71.28,High,6.89,5.08,"₹ 3,983.87","₹ 2,937.31","-₹ 1,046.56",-35.63%,36.83
BATCH01255,Rice,South,Kharif,420.91,9.6,33.43,1,1,1,A,8.84,Farm,77.08,High,4.58,12.34,"₹ 1,927.77","₹ 5,194.03","₹ 3,266.26",62.88%,37.21
BATCH01256,Rice,South,Rabi,422.01,9.64,30.46,2.4,0.5,14,B,4.77,Warehouse,90.4,Medium,7.45,15,"₹ 3,143.97","₹ 6,330.15","₹ 3,186.18",50.33%,20.13
BATCH01257,Maize,South,Kharif,608.2,10.85,37.97,0.5,1,13,C,1.66,Warehouse,98.04,High,9.56,9.06,"₹ 5,814.39","₹ 5,510.29",-₹ 304.10,-5.52%,10.10
BATCH01258,Barley,North,Kharif,365.04,15.93,23.29,3.2,1.4,13,C,4.09,Transit,93.64,Medium,8.5,14.86,"₹ 3,102.84","₹ 5,424.49","₹ 2,321.65",42.80%,14.93
BATCH01259,Maize,East,Rabi,458.48,17.06,36.08,2,0.8,24,B,1.8,Warehouse,76.25,Low,4.91,6.42,"₹ 2,251.14","₹ 2,943.44",₹ 692.30,23.52%,8.25
BATCH01260,Maize,West,Kharif,503.4,17.75,35.84,1.8,1,15,A,0.66,Transit,77.28,High,5.08,7.97,"₹ 2,557.27","₹ 4,012.10","₹ 1,454.83",36.26%,3.32
BATCH01261,Maize,West,Kharif,511.14,10.32,22.54,0.9,2.7,17,A,7.64,Warehouse,64.04,Low,3.49,6.71,"₹ 1,783.88","₹ 3,429.75","₹ 1,645.87",47.99%,39.05
BATCH01262,Maize,North,Rabi,482.09,16.81,27.97,1.3,0.4,12,C,2.77,Warehouse,73.14,Medium,5,9.75,"₹ 2,410.45","₹ 4,700.38","₹ 2,289.93",48.72%,13.35
BATCH01263,Maize,West,Kharif,539.58,11.28,23.4,1.8,0.4,22,B,0.52,Transit,97.34,High,3.65,12.97,"₹ 1,969.47","₹ 6,998.35","₹ 5,028.89",71.86%,2.81
BATCH01264,Rice,West,Rabi,569.29,9.13,25.09,1.3,1.3,23,A,8.79,Warehouse,86.35,High,6.5,8.41,"₹ 3,700.39","₹ 4,787.73","₹ 1,087.34",22.71%,50.04
BATCH01265,Maize,West,Kharif,573.46,16.7,25.26,2.4,0.9,26,A,4.72,Transit,50.59,High,7.96,14.06,"₹ 4,564.74","₹ 8,062.85","₹ 3,498.11",43.39%,27.07
BATCH01266,Maize,West,Kharif,401.42,14.36,31.12,1.1,0.2,14,C,2.77,Warehouse,55.83,High,8.26,10.45,"₹ 3,315.73","₹ 4,194.84",₹ 879.11,20.96%,11.12
BATCH01267,Barley,East,Kharif,471.58,9.65,28.23,0.5,0.5,12,C,3,Transit,96.19,Low,3.42,9.65,"₹ 1,612.80","₹ 4,550.75","₹ 2,937.94",64.56%,14.15
BATCH01268,Wheat,West,Kharif,619.48,12.3,38.95,0.5,0.6,18,A,2.79,Transit,92.44,High,5.38,12.87,"₹ 3,332.80","₹ 7,972.71","₹ 4,639.91",58.20%,17.28
BATCH01269,Rice,South,Kharif,589.46,10.87,22.53,0,0.5,4,C,2.35,Warehouse,74.31,Medium,5.02,6.01,"₹ 2,959.09","₹ 3,542.65",₹ 583.57,16.47%,13.85
BATCH01270,Rice,North,Kharif,362.71,15.37,39.47,0.7,0.2,27,A,8.49,Warehouse,80.85,High,3.73,12.74,"₹ 1,352.91","₹ 4,620.93","₹ 3,268.02",70.72%,30.79
BATCH01271,Rice,East,Kharif,535.15,12.53,24.61,2.8,2.6,14,B,2.12,Transit,64.48,Medium,5.54,7.43,"₹ 2,964.73","₹ 3,976.16","₹ 1,011.43",25.44%,11.35
BATCH01272,Maize,West,Kharif,302.18,17.89,35.46,3.2,1.4,19,C,5.84,Farm,89.64,Medium,5.1,7.81,"₹ 1,541.12","₹ 2,360.03",₹ 818.91,34.70%,17.65
BATCH01273,Maize,East,Rabi,504.69,8.55,26.78,0.5,0.7,29,C,1.23,Warehouse,80.17,Low,7.44,10.99,"₹ 3,754.89","₹ 5,546.54","₹ 1,791.65",32.30%,6.21
BATCH01274,Maize,West,Rabi,689.78,11.55,22.86,6.4,1.1,13,B,9.52,Warehouse,84.74,High,9.18,14.02,"₹ 6,332.18","₹ 9,670.72","₹ 3,338.54",34.52%,65.67
BATCH01275,Barley,South,Kharif,405.21,12.82,37.16,1.4,2.3,25,A,6.23,Farm,68.75,Medium,6.18,10.78,"₹ 2,504.20","₹ 4,368.16","₹ 1,863.97",42.67%,25.24
BATCH01276,Wheat,North,Kharif,416.57,13.03,26.18,5,0.1,23,A,9.08,Farm,71.52,High,8.23,11.49,"₹ 3,428.37","₹ 4,786.39","₹ 1,358.02",28.37%,37.82
BATCH01277,Maize,West,Rabi,576.4,11.16,33.18,2.5,0.3,18,C,4.28,Transit,60.38,Low,4.02,12.77,"₹ 2,317.13","₹ 7,360.63","₹ 5,043.50",68.52%,24.67
BATCH01278,Wheat,West,Kharif,345.72,15.29,31.33,2.6,0.8,11,A,8.2,Warehouse,97.4,Low,9.26,7.59,"₹ 3,201.37","₹ 2,624.01",-₹ 577.35,-22.00%,28.35
BATCH01279,Barley,West,Kharif,436.72,16.75,29.44,0.2,1.6,28,A,8.61,Transit,97.33,High,4.07,13.27,"₹ 1,777.45","₹ 5,795.27","₹ 4,017.82",69.33%,37.60
BATCH01280,Rice,West,Rabi,559.64,17.39,29.92,0.5,0,6,B,7.18,Warehouse,90.89,Medium,4.34,9.18,"₹ 2,428.84","₹ 5,137.50","₹ 2,708.66",52.72%,40.18
BATCH01281,Maize,North,Kharif,436.57,16.05,34.64,0,4.1,9,B,1.38,Farm,96.78,Low,3.75,6.76,"₹ 1,637.14","₹ 2,951.21","₹ 1,314.08",44.53%,6.02
BATCH01282,Wheat,North,Kharif,476.4,16.51,21.76,2.5,0.6,12,B,0.65,Transit,83.27,Medium,5.17,8.5,"₹ 2,462.99","₹ 4,049.40","₹ 1,586.41",39.18%,3.10
